atc_code,atc_name,ddd,uom,adm_r,note
R06AX,Other antihistamines for systemic use,NA,NA,NA,NA
R06AX01,bamipine,0.1,g,O,NA
R06AX02,cyproheptadine,12,mg,O,NA
R06AX03,thenalidine,NA,NA,NA,NA
R06AX04,phenindamine,NA,NA,NA,NA
R06AX05,antazoline,0.3,g,O,NA
R06AX05,antazoline,0.3,g,P,NA
R06AX07,triprolidine,7.5,mg,O,NA
R06AX08,pyrrobutamine,NA,NA,NA,NA
R06AX09,azatadine,2,mg,O,NA
R06AX11,astemizole,10,mg,O,NA
R06AX12,terfenadine,0.12,g,O,NA
R06AX13,loratadine,10,mg,O,NA
R06AX15,mebhydrolin,0.2,g,O,NA
R06AX16,deptropine,2,mg,O,NA
R06AX17,ketotifen,2,mg,O,NA
R06AX18,acrivastine,24,mg,O,NA
R06AX19,azelastine,4,mg,O,NA
R06AX21,tritoqualine,NA,NA,NA,NA
R06AX22,ebastine,10,mg,O,NA
R06AX23,pimethixene,NA,NA,NA,NA
R06AX24,epinastine,NA,NA,NA,NA
R06AX25,mizolastine,10,mg,O,NA
R06AX26,fexofenadine,0.12,g,O,NA
R06AX27,desloratadine,5,mg,O,NA
R06AX28,rupatadine,10,mg,O,NA
R06AX29,bilastine,20,mg,O,NA
R06AX31,quifenadine,NA,NA,NA,NA
R06AX32,sequifenadine,NA,NA,NA,NA
R06AX53,"thenalidine, combinations",NA,NA,NA,NA
R06AX58,"pyrrobutamine, combinations",NA,NA,NA,NA
R07,OTHER RESPIRATORY SYSTEM PRODUCTS,NA,NA,NA,NA
R07A,OTHER RESPIRATORY SYSTEM PRODUCTS,NA,NA,NA,NA
R07AA,Lung surfactants,NA,NA,NA,NA
R07AA01,colfosceril palmitate,0.108,g,Inhal.powder,NA
R07AA02,natural phospholipids,0.16,g,Instill.solution,NA
R07AA30,combinations,NA,NA,NA,NA
R07AB,Respiratory stimulants,NA,NA,NA,NA
R07AB01,doxapram,0.4,g,P,NA
R07AB02,nikethamide,0.5,g,O,NA
R07AB02,nikethamide,0.5,g,P,NA
R07AB03,pentetrazol,0.1,g,O,NA
R07AB04,etamivan,NA,NA,NA,NA
R07AB05,bemegride,NA,NA,NA,NA
R07AB06,prethcamide,0.4,g,O,NA
R07AB06,prethcamide,0.4,g,P,NA
R07AB07,almitrine,0.1,g,O,NA
R07AB08,dimefline,NA,NA,NA,NA
R07AB09,mepixanox,NA,NA,NA,NA
R07AB52,"nikethamide, combinations",NA,NA,NA,NA
R07AB53,"pentetrazol, combinations",NA,NA,NA,NA
R07AX,Other respiratory system products,NA,NA,NA,NA
R07AX01,nitric oxide,NA,NA,NA,NA
R07AX02,ivacaftor,0.3,g,O,NA
R07AX30,ivacaftor and lumacaftor,NA,NA,NA,NA
R07AX31,ivacaftor and tezacaftor,NA,NA,NA,NA
R07AX32,"ivacaftor, tezacaftor and elexacaftor",NA,NA,NA,NA
S,SENSORY ORGANS,NA,NA,NA,NA
S01,OPHTHALMOLOGICALS,NA,NA,NA,NA
S01A,ANTIINFECTIVES,NA,NA,NA,NA
S01AA,Antibiotics,NA,NA,NA,NA
S01AA01,chloramphenicol,NA,NA,NA,NA
S01AA02,chlortetracycline,NA,NA,NA,NA
S01AA03,neomycin,NA,NA,NA,NA
S01AA04,oxytetracycline,NA,NA,NA,NA
S01AA05,tyrothricin,NA,NA,NA,NA
S01AA07,framycetin,NA,NA,NA,NA
S01AA09,tetracycline,NA,NA,NA,NA
S01AA10,natamycin,NA,NA,NA,NA
S01AA11,gentamicin,NA,NA,NA,NA
S01AA12,tobramycin,NA,NA,NA,NA
S01AA13,fusidic acid,NA,NA,NA,NA
S01AA14,benzylpenicillin,NA,NA,NA,NA
S01AA15,dihydrostreptomycin,NA,NA,NA,NA
S01AA16,rifamycin,NA,NA,NA,NA
S01AA17,erythromycin,NA,NA,NA,NA
S01AA18,polymyxin B,NA,NA,NA,NA
S01AA19,ampicillin,NA,NA,NA,NA
S01AA20,antibiotics in combination with other drugs,NA,NA,NA,NA
S01AA21,amikacin,NA,NA,NA,NA
S01AA22,micronomicin,NA,NA,NA,NA
S01AA23,netilmicin,NA,NA,NA,NA
S01AA24,kanamycin,NA,NA,NA,NA
S01AA25,azidamfenicol,NA,NA,NA,NA
S01AA26,azithromycin,NA,NA,NA,NA
S01AA27,cefuroxime,NA,NA,NA,NA
S01AA28,vancomycin,NA,NA,NA,NA
S01AA29,dibekacin,NA,NA,NA,NA
S01AA30,combinations of different antibiotics,NA,NA,NA,NA
S01AA31,cefmenoxime,NA,NA,NA,NA
S01AB,Sulfonamides,NA,NA,NA,NA
S01AB01,sulfamethizole,NA,NA,NA,NA
S01AB02,sulfafurazole,NA,NA,NA,NA
S01AB03,sulfadicramide,NA,NA,NA,NA
S01AB04,sulfacetamide,NA,NA,NA,NA
S01AB05,sulfafenazol,NA,NA,NA,NA
S01AD,Antivirals,NA,NA,NA,NA
S01AD01,idoxuridine,NA,NA,NA,NA
S01AD02,trifluridine,NA,NA,NA,NA
S01AD03,aciclovir,NA,NA,NA,NA
S01AD05,interferon,NA,NA,NA,NA
S01AD06,vidarabine,NA,NA,NA,NA
S01AD07,famciclovir,NA,NA,NA,NA
S01AD08,fomivirsen,NA,NA,NA,NA
S01AD09,ganciclovir,NA,NA,NA,NA
S01AE,Fluoroquinolones,NA,NA,NA,NA
S01AE01,ofloxacin,NA,NA,NA,NA
S01AE02,norfloxacin,NA,NA,NA,NA
S01AE03,ciprofloxacin,NA,NA,NA,NA
S01AE04,lomefloxacin,NA,NA,NA,NA
S01AE05,levofloxacin,NA,NA,NA,NA
S01AE06,gatifloxacin,NA,NA,NA,NA
S01AE07,moxifloxacin,NA,NA,NA,NA
S01AE08,besifloxacin,NA,NA,NA,NA
S01AE09,tosufloxacin,NA,NA,NA,NA
S01AX,Other antiinfectives,NA,NA,NA,NA
S01AX01,mercury compounds,NA,NA,NA,NA
S01AX02,silver compounds,NA,NA,NA,NA
S01AX03,zinc compounds,NA,NA,NA,NA
S01AX04,nitrofural,NA,NA,NA,NA
S01AX05,bibrocathol,NA,NA,NA,NA
S01AX06,resorcinol,NA,NA,NA,NA
S01AX07,sodium borate,NA,NA,NA,NA
S01AX08,hexamidine,NA,NA,NA,NA
S01AX09,chlorhexidine,NA,NA,NA,NA
S01AX10,sodium propionate,NA,NA,NA,NA
S01AX14,dibrompropamidine,NA,NA,NA,NA
S01AX15,propamidine,NA,NA,NA,NA
S01AX16,picloxydine,NA,NA,NA,NA
S01AX18,povidone-iodine,NA,NA,NA,NA
S01B,ANTIINFLAMMATORY AGENTS,NA,NA,NA,NA
S01BA,"Corticosteroids, plain",NA,NA,NA,NA
S01BA01,dexamethasone,NA,NA,NA,NA
S01BA02,hydrocortisone,NA,NA,NA,NA
S01BA03,cortisone,NA,NA,NA,NA
S01BA04,prednisolone,NA,NA,NA,NA
S01BA05,triamcinolone,NA,NA,NA,NA
S01BA06,betamethasone,NA,NA,NA,NA
S01BA07,fluorometholone,NA,NA,NA,NA
S01BA08,medrysone,NA,NA,NA,NA
S01BA09,clobetasone,NA,NA,NA,NA
S01BA10,alclometasone,NA,NA,NA,NA
S01BA11,desonide,NA,NA,NA,NA
S01BA12,formocortal,NA,NA,NA,NA
S01BA13,rimexolone,NA,NA,NA,NA
S01BA14,loteprednol,NA,NA,NA,NA
S01BA15,fluocinolone acetonide,NA,NA,NA,NA
S01BB,Corticosteroids and mydriatics in combination,NA,NA,NA,NA
S01BB01,hydrocortisone and mydriatics,NA,NA,NA,NA
S01BB02,prednisolone and mydriatics,NA,NA,NA,NA
S01BB03,fluorometholone and mydriatics,NA,NA,NA,NA
S01BB04,betamethasone and mydriatics,NA,NA,NA,NA
S01BC,"Antiinflammatory agents, non-steroids",NA,NA,NA,NA
S01BC01,indometacin,NA,NA,NA,NA
S01BC02,oxyphenbutazone,NA,NA,NA,NA
S01BC03,diclofenac,NA,NA,NA,NA
S01BC04,flurbiprofen,NA,NA,NA,NA
S01BC05,ketorolac,NA,NA,NA,NA
S01BC06,piroxicam,NA,NA,NA,NA
S01BC07,bendazac,NA,NA,NA,NA
S01BC08,salicylic acid,NA,NA,NA,NA
S01BC09,pranoprofen,NA,NA,NA,NA
S01BC10,nepafenac,NA,NA,NA,NA
S01BC11,bromfenac,NA,NA,NA,NA
S01C,ANTIINFLAMMATORY AGENTS AND ANTIINFECTIVES IN COMBINATION,NA,NA,NA,NA
S01CA,Corticosteroids and antiinfectives in combination,NA,NA,NA,NA
S01CA01,dexamethasone and antiinfectives,NA,NA,NA,NA
S01CA02,prednisolone and antiinfectives,NA,NA,NA,NA
S01CA03,hydrocortisone and antiinfectives,NA,NA,NA,NA
S01CA04,fluocortolone and antiinfectives,NA,NA,NA,NA
S01CA05,betamethasone and antiinfectives,NA,NA,NA,NA
S01CA06,fludrocortisone and antiinfectives,NA,NA,NA,NA
S01CA07,fluorometholone and antiinfectives,NA,NA,NA,NA
S01CA08,methylprednisolone and antiinfectives,NA,NA,NA,NA
S01CA09,chloroprednisone and antiinfectives,NA,NA,NA,NA
S01CA10,fluocinolone acetonide and antiinfectives,NA,NA,NA,NA
S01CA11,clobetasone and antiinfectives,NA,NA,NA,NA
S01CB,Corticosteroids/antiinfectives/mydriatics in combination,NA,NA,NA,NA
S01CB01,dexamethasone,NA,NA,NA,NA
S01CB02,prednisolone,NA,NA,NA,NA
S01CB03,hydrocortisone,NA,NA,NA,NA
S01CB04,betamethasone,NA,NA,NA,NA
S01CB05,fluorometholone,NA,NA,NA,NA
S01CC,"Antiinflammatory agents, non-steroids and antiinfectives in combination",NA,NA,NA,NA
S01CC01,diclofenac and antiinfectives,NA,NA,NA,NA
S01CC02,indometacin and antiinfectives,NA,NA,NA,NA
S01E,ANTIGLAUCOMA PREPARATIONS AND MIOTICS,NA,NA,NA,NA
S01EA,Sympathomimetics in glaucoma therapy,NA,NA,NA,NA
S01EA01,epinephrine,NA,NA,NA,NA
S01EA02,dipivefrine,NA,NA,NA,NA
S01EA03,apraclonidine,NA,NA,NA,NA
S01EA04,clonidine,NA,NA,NA,NA
S01EA05,brimonidine,NA,NA,NA,NA
S01EA51,"epinephrine, combinations",NA,NA,NA,NA
S01EB,Parasympathomimetics,NA,NA,NA,NA
S01EB01,pilocarpine,0.4,ml,NA,NA
S01EB01,pilocarpine,0.285,NA,lamella,NA
S01EB01,pilocarpine,40,mg,ointment,NA
S01EB02,carbachol,0.4,ml,NA,NA
S01EB03,ecothiopate,0.2,ml,NA,NA
S01EB04,demecarium,0.1,ml,NA,NA
S01EB05,physostigmine,0.4,ml,NA,NA
S01EB06,neostigmine,0.4,ml,NA,NA
S01EB06,neostigmine,40,mg,ointment,NA
S01EB07,fluostigmine,NA,NA,NA,NA
S01EB08,aceclidine,NA,NA,NA,NA
S01EB09,acetylcholine,NA,NA,NA,NA
S01EB10,paraoxon,NA,NA,NA,NA
S01EB51,"pilocarpine, combinations",NA,NA,NA,NA
S01EB58,"aceclidine, combinations",NA,NA,NA,NA
S01EC,Carbonic anhydrase inhibitors,NA,NA,NA,NA
S01EC01,acetazolamide,0.75,g,O,NA
S01EC01,acetazolamide,0.75,g,P,NA
S01EC02,diclofenamide,0.1,g,O,NA
S01EC03,dorzolamide,0.3,ml,NA,NA
S01EC04,brinzolamide,0.2,ml,NA,NA
S01EC05,methazolamide,0.2,g,O,NA
S01EC54,"brinzolamide, combinations",NA,NA,NA,NA
S01ED,Beta blocking agents,NA,NA,NA,NA
S01ED01,timolol,NA,NA,NA,NA
S01ED02,betaxolol,NA,NA,NA,NA
S01ED03,levobunolol,NA,NA,NA,NA
S01ED04,metipranolol,NA,NA,NA,NA
S01ED05,carteolol,NA,NA,NA,NA
S01ED06,befunolol,NA,NA,NA,NA
S01ED51,"timolol, combinations",NA,NA,NA,NA
S01ED52,"betaxolol, combinations",NA,NA,NA,NA
S01ED54,"metipranolol, combinations",NA,NA,NA,NA
S01ED55,"carteolol, combinations",NA,NA,NA,NA
S01EE,Prostaglandin analogues,NA,NA,NA,NA
S01EE01,latanoprost,NA,NA,NA,NA
S01EE02,unoprostone,NA,NA,NA,NA
S01EE03,bimatoprost,NA,NA,NA,NA
S01EE04,travoprost,NA,NA,NA,NA
S01EE05,tafluprost,NA,NA,NA,NA
S01EE06,latanoprostene bunod,NA,NA,NA,NA
S01EE51,latanoprost and netarsudil,NA,NA,NA,NA
S01EX,Other antiglaucoma preparations,NA,NA,NA,NA
S01EX01,guanethidine,NA,NA,NA,NA
S01EX02,dapiprazole,NA,NA,NA,NA
S01EX05,netarsudil,NA,NA,NA,NA
S01EX06,omidenepag,NA,NA,NA,NA
S01EX07,ripasudil,NA,NA,NA,NA
S01F,MYDRIATICS AND CYCLOPLEGICS,NA,NA,NA,NA
S01FA,Anticholinergics,NA,NA,NA,NA
S01FA01,atropine,NA,NA,NA,NA
S01FA02,scopolamine,NA,NA,NA,NA
S01FA03,methylscopolamine,NA,NA,NA,NA
S01FA04,cyclopentolate,NA,NA,NA,NA
S01FA05,homatropine,NA,NA,NA,NA
S01FA06,tropicamide,NA,NA,NA,NA
S01FA54,"cyclopentolate, combinations",NA,NA,NA,NA
S01FA56,"tropicamide, combinations",NA,NA,NA,NA
S01FB,Sympathomimetics excl. antiglaucoma preparations,NA,NA,NA,NA
S01FB01,phenylephrine,NA,NA,NA,NA
S01FB02,ephedrine,NA,NA,NA,NA
S01FB03,ibopamine,NA,NA,NA,NA
S01FB51,phenylephrine and ketorolac,NA,NA,NA,NA
S01G,DECONGESTANTS AND ANTIALLERGICS,NA,NA,NA,NA
S01GA,Sympathomimetics used as decongestants,NA,NA,NA,NA
S01GA01,naphazoline,NA,NA,NA,NA
S01GA02,tetryzoline,NA,NA,NA,NA
S01GA03,xylometazoline,NA,NA,NA,NA
S01GA04,oxymetazoline,NA,NA,NA,NA
S01GA05,phenylephrine,NA,NA,NA,NA
S01GA06,oxedrine,NA,NA,NA,NA
S01GA07,brimonidine,NA,NA,NA,NA
S01GA51,"naphazoline, combinations",NA,NA,NA,NA
S01GA52,"tetryzoline, combinations",NA,NA,NA,NA
S01GA53,"xylometazoline, combinations",NA,NA,NA,NA
S01GA55,"phenylephrine, combinations",NA,NA,NA,NA
S01GA56,"oxedrine, combinations",NA,NA,NA,NA
S01GX,Other antiallergics,NA,NA,NA,NA
S01GX01,cromoglicic acid,NA,NA,NA,NA
S01GX02,levocabastine,NA,NA,NA,NA
S01GX03,spaglumic acid,NA,NA,NA,NA
S01GX04,nedocromil,NA,NA,NA,NA
S01GX05,lodoxamide,NA,NA,NA,NA
S01GX06,emedastine,NA,NA,NA,NA
S01GX07,azelastine,NA,NA,NA,NA
S01GX08,ketotifen,NA,NA,NA,NA
S01GX09,olopatadine,NA,NA,NA,NA
S01GX10,epinastine,NA,NA,NA,NA
S01GX11,alcaftadine,NA,NA,NA,NA
S01GX12,cetirizine,NA,NA,NA,NA
S01GX13,bilastine,NA,NA,NA,NA
S01GX51,"cromoglicic acid, combinations",NA,NA,NA,NA
S01H,LOCAL ANESTHETICS,NA,NA,NA,NA
S01HA,Local anesthetics,NA,NA,NA,NA
S01HA01,cocaine,NA,NA,NA,NA
S01HA02,oxybuprocaine,NA,NA,NA,NA
S01HA03,tetracaine,NA,NA,NA,NA
S01HA04,proxymetacaine,NA,NA,NA,NA
S01HA05,procaine,NA,NA,NA,NA
S01HA06,cinchocaine,NA,NA,NA,NA
S01HA07,lidocaine,NA,NA,NA,NA
S01HA30,combinations,NA,NA,NA,NA
S01J,DIAGNOSTIC AGENTS,NA,NA,NA,NA
S01JA,Colouring agents,NA,NA,NA,NA
S01JA01,fluorescein,NA,NA,NA,NA
S01JA02,rose bengal sodium,NA,NA,NA,NA
S01JA51,"fluorescein, combinations",NA,NA,NA,NA
S01JX,Other ophthalmological diagnostic agents,NA,NA,NA,NA
S01K,SURGICAL AIDS,NA,NA,NA,NA
S01KA,Viscoelastic substances,NA,NA,NA,NA
S01KA01,hyaluronic acid,NA,NA,NA,NA
S01KA02,hypromellose,NA,NA,NA,NA
S01KA51,"hyaluronic acid, combinations",NA,NA,NA,NA
S01KX,Other surgical aids,NA,NA,NA,NA
S01KX01,chymotrypsin,NA,NA,NA,NA
S01KX02,trypan blue,NA,NA,NA,NA
S01L,OCULAR VASCULAR DISORDER AGENTS,NA,NA,NA,NA
S01LA,Antineovascularisation agents,NA,NA,NA,NA
S01LA01,verteporfin,NA,NA,NA,NA
S01LA02,anecortave,NA,NA,NA,NA
S01LA03,pegaptanib,NA,NA,NA,NA
S01LA04,ranibizumab,NA,NA,NA,NA
S01LA05,aflibercept,NA,NA,NA,NA
S01LA06,brolucizumab,NA,NA,NA,NA
S01LA07,abicipar pegol,NA,NA,NA,NA
S01LA08,bevacizumab,NA,NA,NA,NA
S01LA09,faricimab,NA,NA,NA,NA
S01X,OTHER OPHTHALMOLOGICALS,NA,NA,NA,NA
S01XA,Other ophthalmologicals,NA,NA,NA,NA
S01XA01,guaiazulen,NA,NA,NA,NA
S01XA02,retinol,NA,NA,NA,NA
S01XA03,"sodium chloride, hypertonic",NA,NA,NA,NA
S01XA04,potassium iodide,NA,NA,NA,NA
S01XA05,sodium edetate,NA,NA,NA,NA
S01XA06,ethylmorphine,NA,NA,NA,NA
S01XA07,alum,NA,NA,NA,NA
S01XA08,acetylcysteine,NA,NA,NA,NA
S01XA09,iodoheparinate,NA,NA,NA,NA
S01XA10,inosine,NA,NA,NA,NA
S01XA11,nandrolone,NA,NA,NA,NA
S01XA12,dexpanthenol,NA,NA,NA,NA
S01XA13,alteplase,NA,NA,NA,NA
S01XA14,heparin,NA,NA,NA,NA
S01XA15,ascorbic acid,NA,NA,NA,NA
S01XA18,ciclosporin,NA,NA,NA,NA
S01XA19,"limbal stem cells, autologous",NA,NA,NA,NA
S01XA20,artificial tears and other indifferent preparations,NA,NA,NA,NA
S01XA21,mercaptamine,NA,NA,NA,NA
S01XA22,ocriplasmin,NA,NA,NA,NA
S01XA23,sirolimus,NA,NA,NA,NA
S01XA24,cenegermin,NA,NA,NA,NA
S01XA25,lifitegrast,NA,NA,NA,NA
S01XA26,riboflavin,NA,NA,NA,NA
S01XA27,voretigene neparvovec,NA,NA,NA,NA
S01XA28,varenicline,NA,NA,NA,NA
S01XA29,sepofarsen,NA,NA,NA,NA
S02,OTOLOGICALS,NA,NA,NA,NA
S02A,ANTIINFECTIVES,NA,NA,NA,NA
S02AA,Antiinfectives,NA,NA,NA,NA
S02AA01,chloramphenicol,NA,NA,NA,NA
S02AA02,nitrofural,NA,NA,NA,NA
S02AA03,boric acid,NA,NA,NA,NA
S02AA04,aluminium acetotartrate,NA,NA,NA,NA
S02AA05,clioquinol,NA,NA,NA,NA
S02AA06,hydrogen peroxide,NA,NA,NA,NA
S02AA07,neomycin,NA,NA,NA,NA
S02AA08,tetracycline,NA,NA,NA,NA
S02AA09,chlorhexidine,NA,NA,NA,NA
S02AA10,acetic acid,NA,NA,NA,NA
S02AA11,polymyxin B,NA,NA,NA,NA
S02AA12,rifamycin,NA,NA,NA,NA
S02AA13,miconazole,NA,NA,NA,NA
S02AA14,gentamicin,NA,NA,NA,NA
S02AA15,ciprofloxacin,NA,NA,NA,NA
S02AA16,ofloxacin,NA,NA,NA,NA
S02AA17,fosfomycin,NA,NA,NA,NA
S02AA18,cefmenoxime,NA,NA,NA,NA
S02AA30,"antiinfectives, combinations",NA,NA,NA,NA
S02B,CORTICOSTEROIDS,NA,NA,NA,NA
S02BA,Corticosteroids,NA,NA,NA,NA
S02BA01,hydrocortisone,NA,NA,NA,NA
S02BA03,prednisolone,NA,NA,NA,NA
S02BA06,dexamethasone,NA,NA,NA,NA
S02BA07,betamethasone,NA,NA,NA,NA
S02BA08,fluocinolone acetonide,NA,NA,NA,NA
S02C,CORTICOSTEROIDS AND ANTIINFECTIVES IN COMBINATION,NA,NA,NA,NA
S02CA,Corticosteroids and antiinfectives in combination,NA,NA,NA,NA
S02CA01,prednisolone and antiinfectives,NA,NA,NA,NA
S02CA02,flumetasone and antiinfectives,NA,NA,NA,NA
S02CA03,hydrocortisone and antiinfectives,NA,NA,NA,NA
S02CA04,triamcinolone and antiinfectives,NA,NA,NA,NA
S02CA05,fluocinolone acetonide and antiinfectives,NA,NA,NA,NA
S02CA06,dexamethasone and antiinfectives,NA,NA,NA,NA
S02CA07,fludrocortisone and antiinfectives,NA,NA,NA,NA
S02D,OTHER OTOLOGICALS,NA,NA,NA,NA
S02DA,Analgesics and anesthetics,NA,NA,NA,NA
S02DA01,lidocaine,NA,NA,NA,NA
S02DA02,cocaine,NA,NA,NA,NA
S02DA03,phenazone,NA,NA,NA,NA
S02DA04,cinchocaine,NA,NA,NA,NA
S02DA30,combinations,NA,NA,NA,NA
S02DC,Indifferent preparations,NA,NA,NA,NA
S03,OPHTHALMOLOGICAL AND OTOLOGICAL PREPARATIONS,NA,NA,NA,NA
S03A,ANTIINFECTIVES,NA,NA,NA,NA
S03AA,Antiinfectives,NA,NA,NA,NA
S03AA01,neomycin,NA,NA,NA,NA
S03AA02,tetracycline,NA,NA,NA,NA
S03AA03,polymyxin B,NA,NA,NA,NA
S03AA04,chlorhexidine,NA,NA,NA,NA
S03AA05,hexamidine,NA,NA,NA,NA
S03AA06,gentamicin,NA,NA,NA,NA
S03AA07,ciprofloxacin,NA,NA,NA,NA
S03AA08,chloramphenicol,NA,NA,NA,NA
S03AA30,"antiinfectives, combinations",NA,NA,NA,NA
S03B,CORTICOSTEROIDS,NA,NA,NA,NA
S03BA,Corticosteroids,NA,NA,NA,NA
S03BA01,dexamethasone,NA,NA,NA,NA
S03BA02,prednisolone,NA,NA,NA,NA
S03BA03,betamethasone,NA,NA,NA,NA
S03C,CORTICOSTEROIDS AND ANTIINFECTIVES IN COMBINATION,NA,NA,NA,NA
S03CA,Corticosteroids and antiinfectives in combination,NA,NA,NA,NA
S03CA01,dexamethasone and antiinfectives,NA,NA,NA,NA
S03CA02,prednisolone and antiinfectives,NA,NA,NA,NA
S03CA04,hydrocortisone and antiinfectives,NA,NA,NA,NA
S03CA05,fludrocortisone and antiinfectives,NA,NA,NA,NA
S03CA06,betamethasone and antiinfectives,NA,NA,NA,NA
S03CA07,methylprednisolone and antiinfectives,NA,NA,NA,NA
S03D,OTHER OPHTHALMOLOGICAL AND OTOLOGICAL PREPARATIONS,NA,NA,NA,NA
V,VARIOUS,NA,NA,NA,NA
V01,ALLERGENS,NA,NA,NA,NA
V01A,ALLERGENS,NA,NA,NA,NA
V01AA,Allergen extracts,NA,NA,NA,NA
V01AA01,feather,NA,NA,NA,NA
V01AA02,grass pollen,NA,NA,NA,NA
V01AA03,house dust mites,NA,NA,NA,NA
V01AA04,mould fungus and yeast fungus,NA,NA,NA,NA
V01AA05,tree pollen,NA,NA,NA,NA
V01AA07,insects,NA,NA,NA,NA
V01AA08,food,NA,NA,NA,NA
V01AA09,textiles,NA,NA,NA,NA
V01AA10,flowers,NA,NA,NA,NA
V01AA11,animals,NA,NA,NA,NA
V01AA20,various,NA,NA,NA,NA
V03,ALL OTHER THERAPEUTIC PRODUCTS,NA,NA,NA,NA
V03A,ALL OTHER THERAPEUTIC PRODUCTS,NA,NA,NA,NA
V03AB,Antidotes,NA,NA,NA,NA
V03AB01,ipecacuanha,NA,NA,NA,NA
V03AB02,nalorphine,NA,NA,NA,NA
V03AB03,edetates,NA,NA,NA,NA
V03AB04,pralidoxime,NA,NA,NA,NA
V03AB05,prednisolone and promethazine,NA,NA,NA,NA
V03AB06,thiosulfate,NA,NA,NA,NA
V03AB08,sodium nitrite,NA,NA,NA,NA
V03AB09,dimercaprol,NA,NA,NA,NA
V03AB13,obidoxime,NA,NA,NA,NA
V03AB14,protamine,NA,NA,NA,NA
V03AB15,naloxone,NA,NA,NA,NA
V03AB16,ethanol,NA,NA,NA,NA
V03AB17,methylthioninium chloride,NA,NA,NA,NA
V03AB18,potassium permanganate,NA,NA,NA,NA
V03AB19,physostigmine,NA,NA,NA,NA
V03AB20,copper sulfate,NA,NA,NA,NA
V03AB21,potassium iodide,NA,NA,NA,NA
V03AB22,amyl nitrite,NA,NA,NA,NA
V03AB23,acetylcysteine,NA,NA,NA,NA
V03AB24,digitalis antitoxin,NA,NA,NA,NA
V03AB25,flumazenil,NA,NA,NA,NA
V03AB26,methionine,NA,NA,NA,NA
V03AB27,4-dimethylaminophenol,NA,NA,NA,NA
V03AB29,cholinesterase,NA,NA,NA,NA
V03AB31,prussian blue,NA,NA,NA,NA
V03AB32,glutathione,NA,NA,NA,NA
V03AB33,hydroxocobalamin,NA,NA,NA,NA
V03AB34,fomepizole,NA,NA,NA,NA
V03AB35,sugammadex,NA,NA,NA,NA
V03AB36,phentolamine,NA,NA,NA,NA
V03AB37,idarucizumab,NA,NA,NA,NA
V03AB38,andexanet alfa,NA,NA,NA,NA
V03AC,Iron chelating agents,NA,NA,NA,NA
V03AC01,deferoxamine,NA,NA,NA,NA
V03AC02,deferiprone,NA,NA,NA,NA
V03AC03,deferasirox,NA,NA,NA,NA
V03AE,Drugs for treatment of hyperkalemia and hyperphosphatemia,NA,NA,NA,NA
V03AE01,polystyrene sulfonate,45,g,O,NA
V03AE02,sevelamer,6.4,g,O,NA
V03AE03,lanthanum carbonate,2.25,g,O,Expressed as lanthanum
V03AE04,calcium acetate and magnesium carbonate,NA,NA,NA,NA
V03AE05,sucroferric oxyhydroxide,1.5,g,O,NA
V03AE06,colestilan,NA,NA,NA,NA
V03AE07,calcium acetate,6,g,O,NA
V03AE08,ferric citrate,6,g,O,NA
V03AE09,patiromer calcium,8.4,g,O,NA
V03AE10,sodium zirconium cyclosilicate,7.5,g,O,NA
V03AF,Detoxifying agents for antineoplastic treatment,NA,NA,NA,NA
V03AF01,mesna,NA,NA,NA,NA
V03AF02,dexrazoxane,1.5,g,P,NA
V03AF03,calcium folinate,60,mg,O,Expressed as folinic acid
V03AF03,calcium folinate,60,mg,P,Expressed as folinic acid
V03AF04,calcium levofolinate,30,mg,O,Expressed as levofolinic acid
V03AF04,calcium levofolinate,30,mg,P,Expressed as levofolinic acid
V03AF05,amifostine,1.7,g,P,NA
V03AF06,sodium folinate,60,mg,P,Expressed as folinic acid
V03AF07,rasburicase,14,mg,P,NA
V03AF08,palifermin,4.2,mg,P,NA
V03AF09,glucarpidase,NA,NA,NA,NA
V03AF10,sodium levofolinate,30,mg,P,Expressed as levofolinic acid
V03AF11,arginine and lysine,NA,NA,NA,NA
V03AF12,trilaciclib,NA,NA,NA,NA
V03AG,Drugs for treatment of hypercalcemia,NA,NA,NA,NA
V03AG01,sodium cellulose phosphate,NA,NA,NA,NA
V03AG05,sodium phosphate,8,g,O,NA
V03AH,Drugs for treatment of hypoglycemia,NA,NA,NA,NA
V03AH01,diazoxide,NA,NA,NA,NA
V03AK,Tissue adhesives,NA,NA,NA,NA
V03AM,Drugs for embolisation,NA,NA,NA,NA
V03AN,Medical gases,NA,NA,NA,NA
V03AN01,oxygen,NA,NA,NA,NA
V03AN02,carbon dioxide,NA,NA,NA,NA
V03AN03,helium,NA,NA,NA,NA
V03AN04,nitrogen,NA,NA,NA,NA
V03AN05,medical air,NA,NA,NA,NA
V03AX,Other therapeutic products,NA,NA,NA,NA
V03AX02,nalfurafine,NA,NA,NA,NA
V03AX03,cobicistat,0.15,g,O,NA
V03AX04,difelikefalin,NA,NA,NA,NA
V03AZ,Nerve depressants,NA,NA,NA,NA
V03AZ01,ethanol,NA,NA,NA,NA
V04,DIAGNOSTIC AGENTS,NA,NA,NA,NA
V04B,URINE TESTS,NA,NA,NA,NA
V04C,OTHER DIAGNOSTIC AGENTS,NA,NA,NA,NA
V04CA,Tests for diabetes,NA,NA,NA,NA
V04CA01,tolbutamide,NA,NA,NA,NA
