YEAR,LOCATION,SV,MEASUREMENT_METHOD,OBSERVATION
2013,geoId/01095,dcid:Count_Person_HispanicOrLatino_AmericanIndianAndAlaskaNativeAloneOrInCombinationWithOneOrMoreOtherRaces,dcs:dcAggregate/CensusPEPSurvey,619
2014,geoId/01095,dcid:Count_Person_HispanicOrLatino_AmericanIndianAndAlaskaNativeAloneOrInCombinationWithOneOrMoreOtherRaces,dcs:dcAggregate/CensusPEPSurvey,624
2015,geoId/01095,dcid:Count_Person_HispanicOrLatino_AmericanIndianAndAlaskaNativeAloneOrInCombinationWithOneOrMoreOtherRaces,dcs:dcAggregate/CensusPEPSurvey,616
2016,geoId/01095,dcid:Count_Person_HispanicOrLatino_AmericanIndianAndAlaskaNativeAloneOrInCombinationWithOneOrMoreOtherRaces,dcs:dcAggregate/CensusPEPSurvey,623
2017,geoId/01095,dcid:Count_Person_HispanicOrLatino_AmericanIndianAndAlaskaNativeAloneOrInCombinationWithOneOrMoreOtherRaces,dcs:dcAggregate/CensusPEPSurvey,657
2018,geoId/01095,dcid:Count_Person_HispanicOrLatino_AmericanIndianAndAlaskaNativeAloneOrInCombinationWithOneOrMoreOtherRaces,dcs:dcAggregate/CensusPEPSurvey,677
2019,geoId/01095,dcid:Count_Person_HispanicOrLatino_AmericanIndianAndAlaskaNativeAloneOrInCombinationWithOneOrMoreOtherRaces,dcs:dcAggregate/CensusPEPSurvey,683
2020,geoId/01095,dcid:Count_Person_HispanicOrLatino_AmericanIndianAndAlaskaNativeAloneOrInCombinationWithOneOrMoreOtherRaces,dcs:dcAggregate/CensusPEPSurvey,744
1990,geoId/01095,dcid:Count_Person_HispanicOrLatino_AmericanIndianOrAlaskaNativeAlone,dcs:dcAggregate/CensusPEPSurvey,5
1991,geoId/01095,dcid:Count_Person_HispanicOrLatino_AmericanIndianOrAlaskaNativeAlone,dcs:dcAggregate/CensusPEPSurvey,8
1992,geoId/01095,dcid:Count_Person_HispanicOrLatino_AmericanIndianOrAlaskaNativeAlone,dcs:dcAggregate/CensusPEPSurvey,9
1993,geoId/01095,dcid:Count_Person_HispanicOrLatino_AmericanIndianOrAlaskaNativeAlone,dcs:dcAggregate/CensusPEPSurvey,5
1994,geoId/01095,dcid:Count_Person_HispanicOrLatino_AmericanIndianOrAlaskaNativeAlone,dcs:dcAggregate/CensusPEPSurvey,7
1995,geoId/01095,dcid:Count_Person_HispanicOrLatino_AmericanIndianOrAlaskaNativeAlone,dcs:dcAggregate/CensusPEPSurvey,9
1996,geoId/01095,dcid:Count_Person_HispanicOrLatino_AmericanIndianOrAlaskaNativeAlone,dcs:dcAggregate/CensusPEPSurvey,11
1997,geoId/01095,dcid:Count_Person_HispanicOrLatino_AmericanIndianOrAlaskaNativeAlone,dcs:dcAggregate/CensusPEPSurvey,13
1998,geoId/01095,dcid:Count_Person_HispanicOrLatino_AmericanIndianOrAlaskaNativeAlone,dcs:dcAggregate/CensusPEPSurvey,11
1999,geoId/01095,dcid:Count_Person_HispanicOrLatino_AmericanIndianOrAlaskaNativeAlone,dcs:dcAggregate/CensusPEPSurvey,11
2000,geoId/01095,dcid:Count_Person_HispanicOrLatino_AmericanIndianOrAlaskaNativeAlone,dcs:dcAggregate/CensusPEPSurvey,46
2001,geoId/01095,dcid:Count_Person_HispanicOrLatino_AmericanIndianOrAlaskaNativeAlone,dcs:dcAggregate/CensusPEPSurvey,104
2002,geoId/01095,dcid:Count_Person_HispanicOrLatino_AmericanIndianOrAlaskaNativeAlone,dcs:dcAggregate/CensusPEPSurvey,152
2003,geoId/01095,dcid:Count_Person_HispanicOrLatino_AmericanIndianOrAlaskaNativeAlone,dcs:dcAggregate/CensusPEPSurvey,196
2004,geoId/01095,dcid:Count_Person_HispanicOrLatino_AmericanIndianOrAlaskaNativeAlone,dcs:dcAggregate/CensusPEPSurvey,240
2005,geoId/01095,dcid:Count_Person_HispanicOrLatino_AmericanIndianOrAlaskaNativeAlone,dcs:dcAggregate/CensusPEPSurvey,285
2006,geoId/01095,dcid:Count_Person_HispanicOrLatino_AmericanIndianOrAlaskaNativeAlone,dcs:dcAggregate/CensusPEPSurvey,327
2007,geoId/01095,dcid:Count_Person_HispanicOrLatino_AmericanIndianOrAlaskaNativeAlone,dcs:dcAggregate/CensusPEPSurvey,372
2008,geoId/01095,dcid:Count_Person_HispanicOrLatino_AmericanIndianOrAlaskaNativeAlone,dcs:dcAggregate/CensusPEPSurvey,429
2009,geoId/01095,dcid:Count_Person_HispanicOrLatino_AmericanIndianOrAlaskaNativeAlone,dcs:dcAggregate/CensusPEPSurvey,503
2010,geoId/01095,dcid:Count_Person_HispanicOrLatino_AmericanIndianOrAlaskaNativeAlone,dcs:dcAggregate/CensusPEPSurvey,528
2011,geoId/01095,dcid:Count_Person_HispanicOrLatino_AmericanIndianOrAlaskaNativeAlone,dcs:dcAggregate/CensusPEPSurvey,506
2012,geoId/01095,dcid:Count_Person_HispanicOrLatino_AmericanIndianOrAlaskaNativeAlone,dcs:dcAggregate/CensusPEPSurvey,484
2013,geoId/01095,dcid:Count_Person_HispanicOrLatino_AmericanIndianOrAlaskaNativeAlone,dcs:dcAggregate/CensusPEPSurvey,452
2014,geoId/01095,dcid:Count_Person_HispanicOrLatino_AmericanIndianOrAlaskaNativeAlone,dcs:dcAggregate/CensusPEPSurvey,453
2015,geoId/01095,dcid:Count_Person_HispanicOrLatino_AmericanIndianOrAlaskaNativeAlone,dcs:dcAggregate/CensusPEPSurvey,453
2016,geoId/01095,dcid:Count_Person_HispanicOrLatino_AmericanIndianOrAlaskaNativeAlone,dcs:dcAggregate/CensusPEPSurvey,448
2017,geoId/01095,dcid:Count_Person_HispanicOrLatino_AmericanIndianOrAlaskaNativeAlone,dcs:dcAggregate/CensusPEPSurvey,479
2018,geoId/01095,dcid:Count_Person_HispanicOrLatino_AmericanIndianOrAlaskaNativeAlone,dcs:dcAggregate/CensusPEPSurvey,484
2019,geoId/01095,dcid:Count_Person_HispanicOrLatino_AmericanIndianOrAlaskaNativeAlone,dcs:dcAggregate/CensusPEPSurvey,484
2020,geoId/01095,dcid:Count_Person_HispanicOrLatino_AmericanIndianOrAlaskaNativeAlone,dcs:dcAggregate/CensusPEPSurvey,538
2000,geoId/01095,dcid:Count_Person_HispanicOrLatino_AsianAlone,dcs:dcAggregate/CensusPEPSurvey,25
2001,geoId/01095,dcid:Count_Person_HispanicOrLatino_AsianAlone,dcs:dcAggregate/CensusPEPSurvey,24
2002,geoId/01095,dcid:Count_Person_HispanicOrLatino_AsianAlone,dcs:dcAggregate/CensusPEPSurvey,24
2003,geoId/01095,dcid:Count_Person_HispanicOrLatino_AsianAlone,dcs:dcAggregate/CensusPEPSurvey,27
2004,geoId/01095,dcid:Count_Person_HispanicOrLatino_AsianAlone,dcs:dcAggregate/CensusPEPSurvey,27
2005,geoId/01095,dcid:Count_Person_HispanicOrLatino_AsianAlone,dcs:dcAggregate/CensusPEPSurvey,31
2006,geoId/01095,dcid:Count_Person_HispanicOrLatino_AsianAlone,dcs:dcAggregate/CensusPEPSurvey,31
2007,geoId/01095,dcid:Count_Person_HispanicOrLatino_AsianAlone,dcs:dcAggregate/CensusPEPSurvey,38
2008,geoId/01095,dcid:Count_Person_HispanicOrLatino_AsianAlone,dcs:dcAggregate/CensusPEPSurvey,32
2009,geoId/01095,dcid:Count_Person_HispanicOrLatino_AsianAlone,dcs:dcAggregate/CensusPEPSurvey,35
2010,geoId/01095,dcid:Count_Person_HispanicOrLatino_AsianAlone,dcs:dcAggregate/CensusPEPSurvey,41
2011,geoId/01095,dcid:Count_Person_HispanicOrLatino_AsianAlone,dcs:dcAggregate/CensusPEPSurvey,44
2012,geoId/01095,dcid:Count_Person_HispanicOrLatino_AsianAlone,dcs:dcAggregate/CensusPEPSurvey,42
2013,geoId/01095,dcid:Count_Person_HispanicOrLatino_AsianAlone,dcs:dcAggregate/CensusPEPSurvey,36
2014,geoId/01095,dcid:Count_Person_HispanicOrLatino_AsianAlone,dcs:dcAggregate/CensusPEPSurvey,50
2015,geoId/01095,dcid:Count_Person_HispanicOrLatino_AsianAlone,dcs:dcAggregate/CensusPEPSurvey,64
2016,geoId/01095,dcid:Count_Person_HispanicOrLatino_AsianAlone,dcs:dcAggregate/CensusPEPSurvey,82
2017,geoId/01095,dcid:Count_Person_HispanicOrLatino_AsianAlone,dcs:dcAggregate/CensusPEPSurvey,82
2018,geoId/01095,dcid:Count_Person_HispanicOrLatino_AsianAlone,dcs:dcAggregate/CensusPEPSurvey,116
2019,geoId/01095,dcid:Count_Person_HispanicOrLatino_AsianAlone,dcs:dcAggregate/CensusPEPSurvey,108
2020,geoId/01095,dcid:Count_Person_HispanicOrLatino_AsianAlone,dcs:dcAggregate/CensusPEPSurvey,120
2010,geoId/01095,dcid:Count_Person_HispanicOrLatino_AsianAloneOrInCombinationWithOneOrMoreOtherRaces,dcs:dcAggregate/CensusPEPSurvey,88
2011,geoId/01095,dcid:Count_Person_HispanicOrLatino_AsianAloneOrInCombinationWithOneOrMoreOtherRaces,dcs:dcAggregate/CensusPEPSurvey,89
2012,geoId/01095,dcid:Count_Person_HispanicOrLatino_AsianAloneOrInCombinationWithOneOrMoreOtherRaces,dcs:dcAggregate/CensusPEPSurvey,93
2013,geoId/01095,dcid:Count_Person_HispanicOrLatino_AsianAloneOrInCombinationWithOneOrMoreOtherRaces,dcs:dcAggregate/CensusPEPSurvey,90
2014,geoId/01095,dcid:Count_Person_HispanicOrLatino_AsianAloneOrInCombinationWithOneOrMoreOtherRaces,dcs:dcAggregate/CensusPEPSurvey,105
2015,geoId/01095,dcid:Count_Person_HispanicOrLatino_AsianAloneOrInCombinationWithOneOrMoreOtherRaces,dcs:dcAggregate/CensusPEPSurvey,116
2016,geoId/01095,dcid:Count_Person_HispanicOrLatino_AsianAloneOrInCombinationWithOneOrMoreOtherRaces,dcs:dcAggregate/CensusPEPSurvey,138
2017,geoId/01095,dcid:Count_Person_HispanicOrLatino_AsianAloneOrInCombinationWithOneOrMoreOtherRaces,dcs:dcAggregate/CensusPEPSurvey,142
2018,geoId/01095,dcid:Count_Person_HispanicOrLatino_AsianAloneOrInCombinationWithOneOrMoreOtherRaces,dcs:dcAggregate/CensusPEPSurvey,176
2019,geoId/01095,dcid:Count_Person_HispanicOrLatino_AsianAloneOrInCombinationWithOneOrMoreOtherRaces,dcs:dcAggregate/CensusPEPSurvey,175
2020,geoId/01095,dcid:Count_Person_HispanicOrLatino_AsianAloneOrInCombinationWithOneOrMoreOtherRaces,dcs:dcAggregate/CensusPEPSurvey,183
1990,geoId/01095,dcid:Count_Person_HispanicOrLatino_AsianOrPacificIslander,dcs:dcAggregate/CensusPEPSurvey,2
1991,geoId/01095,dcid:Count_Person_HispanicOrLatino_AsianOrPacificIslander,dcs:dcAggregate/CensusPEPSurvey,2
1992,geoId/01095,dcid:Count_Person_HispanicOrLatino_AsianOrPacificIslander,dcs:dcAggregate/CensusPEPSurvey,3
1993,geoId/01095,dcid:Count_Person_HispanicOrLatino_AsianOrPacificIslander,dcs:dcAggregate/CensusPEPSurvey,3
1994,geoId/01095,dcid:Count_Person_HispanicOrLatino_AsianOrPacificIslander,dcs:dcAggregate/CensusPEPSurvey,3
1995,geoId/01095,dcid:Count_Person_HispanicOrLatino_AsianOrPacificIslander,dcs:dcAggregate/CensusPEPSurvey,3
1996,geoId/01095,dcid:Count_Person_HispanicOrLatino_AsianOrPacificIslander,dcs:dcAggregate/CensusPEPSurvey,2
1997,geoId/01095,dcid:Count_Person_HispanicOrLatino_AsianOrPacificIslander,dcs:dcAggregate/CensusPEPSurvey,3
1998,geoId/01095,dcid:Count_Person_HispanicOrLatino_AsianOrPacificIslander,dcs:dcAggregate/CensusPEPSurvey,4
1999,geoId/01095,dcid:Count_Person_HispanicOrLatino_AsianOrPacificIslander,dcs:dcAggregate/CensusPEPSurvey,3
1990,geoId/01095,dcid:Count_Person_HispanicOrLatino_BlackOrAfricanAmericanAlone,dcs:dcAggregate/CensusPEPSurvey,0
1991,geoId/01095,dcid:Count_Person_HispanicOrLatino_BlackOrAfricanAmericanAlone,dcs:dcAggregate/CensusPEPSurvey,0
1992,geoId/01095,dcid:Count_Person_HispanicOrLatino_BlackOrAfricanAmericanAlone,dcs:dcAggregate/CensusPEPSurvey,0
1993,geoId/01095,dcid:Count_Person_HispanicOrLatino_BlackOrAfricanAmericanAlone,dcs:dcAggregate/CensusPEPSurvey,0
1994,geoId/01095,dcid:Count_Person_HispanicOrLatino_BlackOrAfricanAmericanAlone,dcs:dcAggregate/CensusPEPSurvey,0
1995,geoId/01095,dcid:Count_Person_HispanicOrLatino_BlackOrAfricanAmericanAlone,dcs:dcAggregate/CensusPEPSurvey,0
1996,geoId/01095,dcid:Count_Person_HispanicOrLatino_BlackOrAfricanAmericanAlone,dcs:dcAggregate/CensusPEPSurvey,0
1997,geoId/01095,dcid:Count_Person_HispanicOrLatino_BlackOrAfricanAmericanAlone,dcs:dcAggregate/CensusPEPSurvey,0
1998,geoId/01095,dcid:Count_Person_HispanicOrLatino_BlackOrAfricanAmericanAlone,dcs:dcAggregate/CensusPEPSurvey,0
1999,geoId/01095,dcid:Count_Person_HispanicOrLatino_BlackOrAfricanAmericanAlone,dcs:dcAggregate/CensusPEPSurvey,0
2000,geoId/01095,dcid:Count_Person_HispanicOrLatino_BlackOrAfricanAmericanAlone,dcs:dcAggregate/CensusPEPSurvey,26
2001,geoId/01095,dcid:Count_Person_HispanicOrLatino_BlackOrAfricanAmericanAlone,dcs:dcAggregate/CensusPEPSurvey,70
2002,geoId/01095,dcid:Count_Person_HispanicOrLatino_BlackOrAfricanAmericanAlone,dcs:dcAggregate/CensusPEPSurvey,104
2003,geoId/01095,dcid:Count_Person_HispanicOrLatino_BlackOrAfricanAmericanAlone,dcs:dcAggregate/CensusPEPSurvey,126
2004,geoId/01095,dcid:Count_Person_HispanicOrLatino_BlackOrAfricanAmericanAlone,dcs:dcAggregate/CensusPEPSurvey,154
2005,geoId/01095,dcid:Count_Person_HispanicOrLatino_BlackOrAfricanAmericanAlone,dcs:dcAggregate/CensusPEPSurvey,196
2006,geoId/01095,dcid:Count_Person_HispanicOrLatino_BlackOrAfricanAmericanAlone,dcs:dcAggregate/CensusPEPSurvey,227
2007,geoId/01095,dcid:Count_Person_HispanicOrLatino_BlackOrAfricanAmericanAlone,dcs:dcAggregate/CensusPEPSurvey,269
2008,geoId/01095,dcid:Count_Person_HispanicOrLatino_BlackOrAfricanAmericanAlone,dcs:dcAggregate/CensusPEPSurvey,330
2009,geoId/01095,dcid:Count_Person_HispanicOrLatino_BlackOrAfricanAmericanAlone,dcs:dcAggregate/CensusPEPSurvey,371
2010,geoId/01095,dcid:Count_Person_HispanicOrLatino_BlackOrAfricanAmericanAlone,dcs:dcAggregate/CensusPEPSurvey,364
2011,geoId/01095,dcid:Count_Person_HispanicOrLatino_BlackOrAfricanAmericanAlone,dcs:dcAggregate/CensusPEPSurvey,433
2012,geoId/01095,dcid:Count_Person_HispanicOrLatino_BlackOrAfricanAmericanAlone,dcs:dcAggregate/CensusPEPSurvey,531
2013,geoId/01095,dcid:Count_Person_HispanicOrLatino_BlackOrAfricanAmericanAlone,dcs:dcAggregate/CensusPEPSurvey,551
2014,geoId/01095,dcid:Count_Person_HispanicOrLatino_BlackOrAfricanAmericanAlone,dcs:dcAggregate/CensusPEPSurvey,570
2015,geoId/01095,dcid:Count_Person_HispanicOrLatino_BlackOrAfricanAmericanAlone,dcs:dcAggregate/CensusPEPSurvey,557
2016,geoId/01095,dcid:Count_Person_HispanicOrLatino_BlackOrAfricanAmericanAlone,dcs:dcAggregate/CensusPEPSurvey,533
2017,geoId/01095,dcid:Count_Person_HispanicOrLatino_BlackOrAfricanAmericanAlone,dcs:dcAggregate/CensusPEPSurvey,527
2018,geoId/01095,dcid:Count_Person_HispanicOrLatino_BlackOrAfricanAmericanAlone,dcs:dcAggregate/CensusPEPSurvey,540
2019,geoId/01095,dcid:Count_Person_HispanicOrLatino_BlackOrAfricanAmericanAlone,dcs:dcAggregate/CensusPEPSurvey,536
2020,geoId/01095,dcid:Count_Person_HispanicOrLatino_BlackOrAfricanAmericanAlone,dcs:dcAggregate/CensusPEPSurvey,546
2010,geoId/01095,dcid:Count_Person_HispanicOrLatino_BlackOrAfricanAmericanAloneOrInCombinationWithOneOrMoreOtherRaces,dcs:dcAggregate/CensusPEPSurvey,465
2011,geoId/01095,dcid:Count_Person_HispanicOrLatino_BlackOrAfricanAmericanAloneOrInCombinationWithOneOrMoreOtherRaces,dcs:dcAggregate/CensusPEPSurvey,538
2012,geoId/01095,dcid:Count_Person_HispanicOrLatino_BlackOrAfricanAmericanAloneOrInCombinationWithOneOrMoreOtherRaces,dcs:dcAggregate/CensusPEPSurvey,655
2013,geoId/01095,dcid:Count_Person_HispanicOrLatino_BlackOrAfricanAmericanAloneOrInCombinationWithOneOrMoreOtherRaces,dcs:dcAggregate/CensusPEPSurvey,671
2014,geoId/01095,dcid:Count_Person_HispanicOrLatino_BlackOrAfricanAmericanAloneOrInCombinationWithOneOrMoreOtherRaces,dcs:dcAggregate/CensusPEPSurvey,704
2015,geoId/01095,dcid:Count_Person_HispanicOrLatino_BlackOrAfricanAmericanAloneOrInCombinationWithOneOrMoreOtherRaces,dcs:dcAggregate/CensusPEPSurvey,698
2016,geoId/01095,dcid:Count_Person_HispanicOrLatino_BlackOrAfricanAmericanAloneOrInCombinationWithOneOrMoreOtherRaces,dcs:dcAggregate/CensusPEPSurvey,681
2017,geoId/01095,dcid:Count_Person_HispanicOrLatino_BlackOrAfricanAmericanAloneOrInCombinationWithOneOrMoreOtherRaces,dcs:dcAggregate/CensusPEPSurvey,698
2018,geoId/01095,dcid:Count_Person_HispanicOrLatino_BlackOrAfricanAmericanAloneOrInCombinationWithOneOrMoreOtherRaces,dcs:dcAggregate/CensusPEPSurvey,717
2019,geoId/01095,dcid:Count_Person_HispanicOrLatino_BlackOrAfricanAmericanAloneOrInCombinationWithOneOrMoreOtherRaces,dcs:dcAggregate/CensusPEPSurvey,717
2020,geoId/01095,dcid:Count_Person_HispanicOrLatino_BlackOrAfricanAmericanAloneOrInCombinationWithOneOrMoreOtherRaces,dcs:dcAggregate/CensusPEPSurvey,738
2010,geoId/01095,dcid:Count_Person_HispanicOrLatino_NativeHawaiianAndOtherPacificIslanderAloneOrInCombinationWithOneOrMoreOtherRaces,dcs:dcAggregate/CensusPEPSurvey,188
2011,geoId/01095,dcid:Count_Person_HispanicOrLatino_NativeHawaiianAndOtherPacificIslanderAloneOrInCombinationWithOneOrMoreOtherRaces,dcs:dcAggregate/CensusPEPSurvey,184
2012,geoId/01095,dcid:Count_Person_HispanicOrLatino_NativeHawaiianAndOtherPacificIslanderAloneOrInCombinationWithOneOrMoreOtherRaces,dcs:dcAggregate/CensusPEPSurvey,176
2013,geoId/01095,dcid:Count_Person_HispanicOrLatino_NativeHawaiianAndOtherPacificIslanderAloneOrInCombinationWithOneOrMoreOtherRaces,dcs:dcAggregate/CensusPEPSurvey,167
2014,geoId/01095,dcid:Count_Person_HispanicOrLatino_NativeHawaiianAndOtherPacificIslanderAloneOrInCombinationWithOneOrMoreOtherRaces,dcs:dcAggregate/CensusPEPSurvey,191
2015,geoId/01095,dcid:Count_Person_HispanicOrLatino_NativeHawaiianAndOtherPacificIslanderAloneOrInCombinationWithOneOrMoreOtherRaces,dcs:dcAggregate/CensusPEPSurvey,180
2016,geoId/01095,dcid:Count_Person_HispanicOrLatino_NativeHawaiianAndOtherPacificIslanderAloneOrInCombinationWithOneOrMoreOtherRaces,dcs:dcAggregate/CensusPEPSurvey,206
2017,geoId/01095,dcid:Count_Person_HispanicOrLatino_NativeHawaiianAndOtherPacificIslanderAloneOrInCombinationWithOneOrMoreOtherRaces,dcs:dcAggregate/CensusPEPSurvey,219
2018,geoId/01095,dcid:Count_Person_HispanicOrLatino_NativeHawaiianAndOtherPacificIslanderAloneOrInCombinationWithOneOrMoreOtherRaces,dcs:dcAggregate/CensusPEPSurvey,248
2019,geoId/01095,dcid:Count_Person_HispanicOrLatino_NativeHawaiianAndOtherPacificIslanderAloneOrInCombinationWithOneOrMoreOtherRaces,dcs:dcAggregate/CensusPEPSurvey,252
2020,geoId/01095,dcid:Count_Person_HispanicOrLatino_NativeHawaiianAndOtherPacificIslanderAloneOrInCombinationWithOneOrMoreOtherRaces,dcs:dcAggregate/CensusPEPSurvey,280
2000,geoId/01095,dcid:Count_Person_HispanicOrLatino_NativeHawaiianOrOtherPacificIslanderAlone,dcs:dcAggregate/CensusPEPSurvey,29
2001,geoId/01095,dcid:Count_Person_HispanicOrLatino_NativeHawaiianOrOtherPacificIslanderAlone,dcs:dcAggregate/CensusPEPSurvey,36
2002,geoId/01095,dcid:Count_Person_HispanicOrLatino_NativeHawaiianOrOtherPacificIslanderAlone,dcs:dcAggregate/CensusPEPSurvey,50
2003,geoId/01095,dcid:Count_Person_HispanicOrLatino_NativeHawaiianOrOtherPacificIslanderAlone,dcs:dcAggregate/CensusPEPSurvey,70
2004,geoId/01095,dcid:Count_Person_HispanicOrLatino_NativeHawaiianOrOtherPacificIslanderAlone,dcs:dcAggregate/CensusPEPSurvey,84
2005,geoId/01095,dcid:Count_Person_HispanicOrLatino_NativeHawaiianOrOtherPacificIslanderAlone,dcs:dcAggregate/CensusPEPSurvey,112
2006,geoId/01095,dcid:Count_Person_HispanicOrLatino_NativeHawaiianOrOtherPacificIslanderAlone,dcs:dcAggregate/CensusPEPSurvey,123
2007,geoId/01095,dcid:Count_Person_HispanicOrLatino_NativeHawaiianOrOtherPacificIslanderAlone,dcs:dcAggregate/CensusPEPSurvey,133
2008,geoId/01095,dcid:Count_Person_HispanicOrLatino_NativeHawaiianOrOtherPacificIslanderAlone,dcs:dcAggregate/CensusPEPSurvey,145
2009,geoId/01095,dcid:Count_Person_HispanicOrLatino_NativeHawaiianOrOtherPacificIslanderAlone,dcs:dcAggregate/CensusPEPSurvey,163
2010,geoId/01095,dcid:Count_Person_HispanicOrLatino_NativeHawaiianOrOtherPacificIslanderAlone,dcs:dcAggregate/CensusPEPSurvey,161
2011,geoId/01095,dcid:Count_Person_HispanicOrLatino_NativeHawaiianOrOtherPacificIslanderAlone,dcs:dcAggregate/CensusPEPSurvey,162
2012,geoId/01095,dcid:Count_Person_HispanicOrLatino_NativeHawaiianOrOtherPacificIslanderAlone,dcs:dcAggregate/CensusPEPSurvey,154
2013,geoId/01095,dcid:Count_Person_HispanicOrLatino_NativeHawaiianOrOtherPacificIslanderAlone,dcs:dcAggregate/CensusPEPSurvey,145
2014,geoId/01095,dcid:Count_Person_HispanicOrLatino_NativeHawaiianOrOtherPacificIslanderAlone,dcs:dcAggregate/CensusPEPSurvey,157
2015,geoId/01095,dcid:Count_Person_HispanicOrLatino_NativeHawaiianOrOtherPacificIslanderAlone,dcs:dcAggregate/CensusPEPSurvey,157
2016,geoId/01095,dcid:Count_Person_HispanicOrLatino_NativeHawaiianOrOtherPacificIslanderAlone,dcs:dcAggregate/CensusPEPSurvey,169
2017,geoId/01095,dcid:Count_Person_HispanicOrLatino_NativeHawaiianOrOtherPacificIslanderAlone,dcs:dcAggregate/CensusPEPSurvey,184
2018,geoId/01095,dcid:Count_Person_HispanicOrLatino_NativeHawaiianOrOtherPacificIslanderAlone,dcs:dcAggregate/CensusPEPSurvey,203
2019,geoId/01095,dcid:Count_Person_HispanicOrLatino_NativeHawaiianOrOtherPacificIslanderAlone,dcs:dcAggregate/CensusPEPSurvey,215
2020,geoId/01095,dcid:Count_Person_HispanicOrLatino_NativeHawaiianOrOtherPacificIslanderAlone,dcs:dcAggregate/CensusPEPSurvey,236
2000,geoId/01095,dcid:Count_Person_HispanicOrLatino_TwoOrMoreRaces,dcs:dcAggregate/CensusPEPSurvey,91
2001,geoId/01095,dcid:Count_Person_HispanicOrLatino_TwoOrMoreRaces,dcs:dcAggregate/CensusPEPSurvey,96
2002,geoId/01095,dcid:Count_Person_HispanicOrLatino_TwoOrMoreRaces,dcs:dcAggregate/CensusPEPSurvey,113
2003,geoId/01095,dcid:Count_Person_HispanicOrLatino_TwoOrMoreRaces,dcs:dcAggregate/CensusPEPSurvey,132
2004,geoId/01095,dcid:Count_Person_HispanicOrLatino_TwoOrMoreRaces,dcs:dcAggregate/CensusPEPSurvey,150
2005,geoId/01095,dcid:Count_Person_HispanicOrLatino_TwoOrMoreRaces,dcs:dcAggregate/CensusPEPSurvey,164
2006,geoId/01095,dcid:Count_Person_HispanicOrLatino_TwoOrMoreRaces,dcs:dcAggregate/CensusPEPSurvey,178
2007,geoId/01095,dcid:Count_Person_HispanicOrLatino_TwoOrMoreRaces,dcs:dcAggregate/CensusPEPSurvey,195
2008,geoId/01095,dcid:Count_Person_HispanicOrLatino_TwoOrMoreRaces,dcs:dcAggregate/CensusPEPSurvey,227
2009,geoId/01095,dcid:Count_Person_HispanicOrLatino_TwoOrMoreRaces,dcs:dcAggregate/CensusPEPSurvey,246
2010,geoId/01095,dcid:Count_Person_HispanicOrLatino_TwoOrMoreRaces,dcs:dcAggregate/CensusPEPSurvey,264
2011,geoId/01095,dcid:Count_Person_HispanicOrLatino_TwoOrMoreRaces,dcs:dcAggregate/CensusPEPSurvey,266
2012,geoId/01095,dcid:Count_Person_HispanicOrLatino_TwoOrMoreRaces,dcs:dcAggregate/CensusPEPSurvey,280
2013,geoId/01095,dcid:Count_Person_HispanicOrLatino_TwoOrMoreRaces,dcs:dcAggregate/CensusPEPSurvey,288
2014,geoId/01095,dcid:Count_Person_HispanicOrLatino_TwoOrMoreRaces,dcs:dcAggregate/CensusPEPSurvey,297
2015,geoId/01095,dcid:Count_Person_HispanicOrLatino_TwoOrMoreRaces,dcs:dcAggregate/CensusPEPSurvey,306
2016,geoId/01095,dcid:Count_Person_HispanicOrLatino_TwoOrMoreRaces,dcs:dcAggregate/CensusPEPSurvey,339
2017,geoId/01095,dcid:Count_Person_HispanicOrLatino_TwoOrMoreRaces,dcs:dcAggregate/CensusPEPSurvey,351
2018,geoId/01095,dcid:Count_Person_HispanicOrLatino_TwoOrMoreRaces,dcs:dcAggregate/CensusPEPSurvey,379
2019,geoId/01095,dcid:Count_Person_HispanicOrLatino_TwoOrMoreRaces,dcs:dcAggregate/CensusPEPSurvey,389
2020,geoId/01095,dcid:Count_Person_HispanicOrLatino_TwoOrMoreRaces,dcs:dcAggregate/CensusPEPSurvey,408
1990,geoId/01095,dcid:Count_Person_HispanicOrLatino_WhiteAlone,dcs:dcAggregate/CensusPEPSurvey,280
1991,geoId/01095,dcid:Count_Person_HispanicOrLatino_WhiteAlone,dcs:dcAggregate/CensusPEPSurvey,285
1992,geoId/01095,dcid:Count_Person_HispanicOrLatino_WhiteAlone,dcs:dcAggregate/CensusPEPSurvey,306
1993,geoId/01095,dcid:Count_Person_HispanicOrLatino_WhiteAlone,dcs:dcAggregate/CensusPEPSurvey,346
1994,geoId/01095,dcid:Count_Person_HispanicOrLatino_WhiteAlone,dcs:dcAggregate/CensusPEPSurvey,380
1995,geoId/01095,dcid:Count_Person_HispanicOrLatino_WhiteAlone,dcs:dcAggregate/CensusPEPSurvey,414
