"Table with row headers in columns A, C, and D and column headers in row 6.",,,,,,,,,,,,,,,,,,,,,
"Estimates of the Population of States by Age, Sex, and Race:  1970-1979",,,,,,,,,,,,,,,,,,,,,
"Source:  1970-1979 Population Estimates by Age, Sex, and Race, PE-19",,,,,,,,,,,,,,,,,,,,,
"Internet Release Date:  November 5, 2004",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Year of Estimate,FIPS State Code,State Name,Race/Sex Indicator,Under 5 years,5 to 9 years,10 to 14 years,15 to 19 years,20 to 24 years,25 to 29 years,30 to 34 years,35 to 39 years,40 to 44 years,45 to 49 years,50 to 54 years,55 to 59 years,60 to 64 years,65 to 69 years,70 to 74 years,75 to 79 years,80 to 84 years,85 years and over
1978,05,Arkansas,Black female,"19,140","19,625","20,452","22,762","18,585","13,649","9,589","7,665","7,267","7,374","7,896","7,742","8,010","8,321","6,748","5,260","2,972","2,671"
1978,05,Arkansas,Other races male,601,671,636,751,794,622,488,399,380,300,258,245,158,161,116,78,39,27
1978,05,Arkansas,Other races female,609,617,654,674,740,770,680,502,422,408,356,263,240,223,170,132,67,52
1978,06,California,White male,"686,267","727,176","790,797","927,941","999,561","917,157","797,620","621,226","518,973","508,211","518,245","489,402","403,093","321,329","231,285","149,518","86,311","56,489"
1978,06,California,White female,"654,071","695,815","762,299","882,634","934,222","881,564","779,186","612,799","514,276","513,577","550,156","532,343","451,822","399,392","318,631","240,782","165,537","133,091"
1978,06,California,Black male,"74,182","79,149","89,527","98,315","94,787","81,101","62,234","50,112","45,237","39,707","35,190","31,211","24,445","19,156","12,628","7,273","3,238","2,281"
1978,06,California,Black female,"72,359","77,687","87,351","95,230","93,108","84,607","67,902","54,578","47,175","42,394","39,210","35,675","29,258","24,034","16,931","11,086","5,945","4,888"
1978,06,California,Other races male,"51,908","56,706","59,008","63,906","67,848","66,250","56,771","44,187","38,419","33,578","28,760","24,471","18,995","17,070","13,405","7,881","3,690","2,133"
1978,06,California,Other races female,"49,593","54,043","55,454","60,749","66,617","70,445","64,466","49,227","42,532","38,079","33,746","26,584","19,902","15,500","10,551","7,191","4,348","3,036"
1978,08,Colorado,White male,"97,746","102,942","110,490","129,197","140,250","134,540","115,827","84,564","68,727","64,422","61,216","54,864","44,643","35,172","25,668","16,294","9,734","6,806"
1978,08,Colorado,White female,"92,929","98,278","106,672","123,160","133,625","130,501","111,794","83,541","68,277","64,590","64,258","59,042","49,321","43,058","34,221","25,226","18,171","15,183"
1978,08,Colorado,Black male,"4,280","4,427","4,704","5,729","7,648","5,332","3,733","2,898","2,381","2,289","1,759","1,307",975,669,487,272,155,124
1978,08,Colorado,Black female,"4,112","4,506","4,592","5,097","5,256","4,595","3,398","2,697","2,385","2,181","1,742","1,484","1,125",930,712,471,324,249
1978,08,Colorado,Other races male,"2,127","2,196","2,084","2,490","2,995","2,577","2,004","1,432","1,122",926,774,708,464,284,228,159,82,74
1978,08,Colorado,Other races female,"2,087","2,214","2,072","2,300","2,837","2,788","2,316","1,700","1,409","1,194",995,756,506,297,224,194,154,100
1978,09,Connecticut,White male,"83,542","103,402","123,790","135,472","122,482","111,304","103,278","86,587","73,243","77,041","83,322","80,280","67,992","51,164","35,582","22,031","14,093","9,476"
1978,09,Connecticut,White female,"79,908","98,416","118,467","131,616","122,725","113,033","107,202","89,953","76,682","81,237","89,368","87,652","76,831","64,225","50,994","38,218","28,472","22,451"
1978,09,Connecticut,Black male,"9,755","10,880","12,456","12,374","9,294","7,928","7,028","5,800","4,979","4,524","4,127","3,458","2,525","1,818","1,071",673,288,204
1978,09,Connecticut,Black female,"9,524","10,772","12,513","12,607","10,748","9,669","8,756","7,278","6,279","5,292","4,747","3,999","3,103","2,444","1,668","1,122",602,453
1978,09,Connecticut,Other races male,"1,091","1,117",987,926,"1,050","1,134","1,160",948,816,533,361,277,212,165,120,77,65,49
1978,09,Connecticut,Other races female,"1,062","1,223",997,863,996,"1,244","1,298",983,687,574,412,300,245,212,150,117,67,62
1978,10,Delaware,White male,"16,487","18,670","21,220","24,829","23,762","20,304","18,325","14,834","13,246","13,585","14,053","13,073","10,775","7,723","5,166","3,260","1,900","1,199"
1978,10,Delaware,White female,"15,634","17,818","20,148","25,177","24,373","20,668","18,548","15,390","13,500","14,118","15,033","14,329","11,977","9,711","7,493","5,651","3,973","3,156"
1978,10,Delaware,Black male,"4,315","4,667","5,401","5,546","4,284","3,356","2,853","2,330","2,039","1,955","1,822","1,668","1,395","1,132",710,469,221,154
1978,10,Delaware,Black female,"4,325","4,649","5,500","5,770","5,127","4,285","3,468","2,660","2,364","2,244","2,057","1,919","1,565","1,398",909,693,387,279
1978,10,Delaware,Other races male,217,270,228,218,207,208,218,206,222,124,99,62,47,40,29,20,10,13
1978,10,Delaware,Other races female,216,249,241,207,227,267,309,257,210,165,96,61,54,52,44,37,15,14
1978,11,District of Columbia,White male,"2,634","2,762","2,747","5,650","11,589","12,330","10,194","7,238","4,781","4,241","4,410","4,424","4,190","3,726","2,966","2,076","1,277",862
1978,11,District of Columbia,White female,"2,495","2,509","2,617","6,151","12,752","12,384","9,953","6,434","4,188","4,013","4,918","5,540","5,565","5,929","5,290","4,510","3,445","2,601"
1978,11,District of Columbia,Black male,"15,628","18,523","21,022","23,961","21,619","19,677","15,684","12,057","11,428","11,073","11,609","10,951","9,070","7,026","4,477","2,429","1,180",805
1978,11,District of Columbia,Black female,"15,493","18,126","20,940","25,515","26,108","23,919","18,099","14,404","13,431","13,334","14,287","13,723","11,895","9,756","6,668","4,328","2,281","1,839"
1978,11,District of Columbia,Other races male,192,224,201,275,426,518,456,295,238,210,174,184,139,121,103,68,42,31
1978,11,District of Columbia,Other races female,196,214,178,292,485,624,491,325,318,260,241,218,188,120,96,63,44,39
1978,12,Florida,White male,"210,986","242,235","273,759","323,894","322,599","286,365","252,660","209,222","187,212","192,730","204,932","206,210","210,771","223,906","187,255","121,355","66,600","35,927"
1978,12,Florida,White female,"200,559","230,447","261,160","309,069","311,624","283,113","256,855","216,786","194,840","204,277","232,433","250,958","264,262","280,013","233,917","159,803","93,870","60,516"
1978,12,Florida,Black male,"62,098","66,669","69,967","72,962","58,908","47,538","36,170","30,086","28,018","25,550","23,056","20,851","18,200","16,446","11,234","7,098","3,036","2,052"
1978,12,Florida,Black female,"60,911","66,141","68,764","74,972","66,627","54,462","42,186","35,665","32,799","29,767","27,754","24,685","22,361","20,790","14,838","9,910","5,140","4,107"
1978,12,Florida,Other races male,"2,721","3,051","2,857","2,996","3,202","3,125","2,856","2,426","2,074","1,519","1,087",870,638,546,474,388,199,138
1978,12,Florida,Other races female,"2,529","3,019","2,902","2,808","3,296","3,988","3,678","2,986","2,359","2,020","1,465","1,032",867,747,664,458,293,194
1978,13,Georgia,White male,"137,721","156,256","164,914","186,464","181,845","165,895","155,439","127,290","106,900","102,806","98,958","89,510","74,780","59,084","40,119","23,515","12,604","7,444"
1978,13,Georgia,White female,"129,707","148,116","156,630","174,161","176,538","167,121","156,650","127,758","108,011","105,279","105,920","99,493","87,331","78,094","61,164","43,227","27,501","20,315"
1978,13,Georgia,Black male,"66,738","72,059","76,228","82,417","67,266","55,338","42,670","31,482","26,560","24,279","22,295","21,082","19,512","18,488","12,061","7,153","3,636","2,449"
1978,13,Georgia,Black female,"65,813","71,233","75,460","82,346","75,158","65,294","49,734","38,192","33,133","31,037","29,489","27,553","26,363","26,017","18,729","12,545","7,138","6,128"
1978,13,Georgia,Other races male,"1,203","1,304","1,115","1,339","1,608","1,475","1,335","1,049",850,600,410,258,184,134,90,48,44,26
1978,13,Georgia,Other races female,"1,226","1,298","1,082","1,085","1,530","2,063","1,834","1,282",984,794,535,331,279,214,189,134,67,54
1978,15,Hawaii,White male,"14,482","13,674","13,420","16,792","29,597","20,678","17,894","13,210","8,998","7,522","7,264","6,682","5,613","3,984","2,663","1,488",673,412
1978,15,Hawaii,White female,"13,599","12,891","12,469","13,302","18,122","18,289","15,492","10,966","7,510","6,581","6,862","6,262","5,207","4,116","3,070","1,933","1,233",940
1978,15,Hawaii,Black male,897,632,433,"1,123","3,929","1,564",805,443,281,195,121,110,87,35,21,12,4,4
1978,15,Hawaii,Black female,899,603,413,402,991,756,419,205,121,98,76,52,37,22,16,13,4,4
1978,15,Hawaii,Other races male,"22,228","23,751","25,860","27,640","24,977","23,724","20,022","16,163","13,675","14,685","15,666","15,236","12,597","10,758","7,226","4,658","1,957","1,561"
1978,15,Hawaii,Other races female,"21,197","22,480","24,568","27,155","26,039","24,628","21,297","17,327","15,771","17,425","18,000","15,723","11,994","7,985","5,665","4,409","2,889","2,151"
1978,16,Idaho,White male,"43,159","40,925","40,297","43,716","41,275","38,394","33,217","26,369","22,060","20,184","19,990","19,392","17,820","15,110","10,898","6,514","3,783","2,702"
1978,16,Idaho,White female,"40,803","38,991","38,439","43,634","40,414","37,169","31,974","25,839","21,442","20,223","20,541","20,606","18,796","15,876","12,287","8,680","5,914","5,076"
1978,16,Idaho,Black male,142,124,101,206,388,228,147,83,75,44,39,35,25,17,16,16,3,8
1978,16,Idaho,Black female,133,124,101,106,144,113,66,39,49,34,27,28,28,19,20,8,2,4
1978,16,Idaho,Other races male,845,877,863,948,875,706,543,408,342,268,255,256,195,147,107,71,30,36
1978,16,Idaho,Other races female,835,862,910,897,809,783,612,458,365,339,297,230,184,128,99,86,67,58
1978,17,Illinois,White male,"333,584","365,449","403,646","461,100","438,855","405,143","350,354","281,239","245,940","248,768","265,285","251,022","212,975","165,046","119,422","76,881","45,965","29,603"
1978,17,Illinois,White female,"317,323","347,460","384,600","440,910","437,296","398,163","349,788","285,494","249,235","256,476","279,975","272,935","244,318","212,245","171,816","130,603","92,014","70,008"
1978,17,Illinois,Black male,"79,644","85,294","89,538","92,416","73,234","59,997","47,562","39,134","36,227","34,221","32,372","28,093","22,002","17,121","12,056","7,583","3,737","2,402"
1978,17,Illinois,Black female,"77,966","85,311","88,942","94,859","87,437","74,912","60,768","50,390","45,530","41,474","38,943","33,661","26,699","22,284","16,881","11,480","6,177","4,456"
1978,17,Illinois,Other races male,"8,241","8,025","6,890","6,244","6,570","8,257","8,849","7,312","5,704","3,779","2,637","2,229","1,673","1,272",982,591,274,164
1978,17,Illinois,Other races female,"7,806","7,670","6,437","5,825","7,094","10,536","9,871","7,535","5,184","3,687","2,916","2,481","1,963","1,551","1,113",696,441,282
1978,18,Indiana,White male,"189,122","208,333","221,641","248,160","231,870","205,212","178,357","144,623","126,162","125,758","130,417","120,722","100,485","79,990","58,592","37,783","22,171","14,524"
1978,18,Indiana,White female,"179,024","197,832","211,631","243,464","234,142","205,610","181,529","148,424","129,496","131,351","139,335","133,044","115,588","99,621","82,121","62,886","43,288","34,407"
1978,18,Indiana,Black male,"20,117","20,650","21,301","23,409","18,651","15,422","11,584","9,224","8,298","8,535","8,265","7,443","5,873","4,726","3,312","2,108","1,199",759
1978,18,Indiana,Black female,"19,547","20,736","21,661","23,934","21,692","17,841","13,465","11,074","10,052","9,967","9,613","8,348","6,867","5,888","4,414","3,126","1,701","1,374"
1978,18,Indiana,Other races male,"1,303","1,375","1,196","1,374","1,476","1,435","1,219",930,788,583,411,310,229,170,142,89,46,47
1978,18,Indiana,Other races female,"1,241","1,349","1,206","1,195","1,519","1,757","1,583","1,097",871,700,545,361,274,241,194,174,91,72
1978,19,Iowa,White male,"105,988","112,025","124,330","141,823","130,085","115,733","96,127","75,700","67,734","68,198","72,339","69,181","61,492","51,950","39,841","28,124","18,112","12,792"
1978,19,Iowa,White female,"101,161","107,066","118,359","139,137","131,659","112,801","95,031","77,293","69,763","71,687","76,221","74,967","69,658","62,890","54,765","44,723","33,683","29,230"
1978,19,Iowa,Black male,"2,188","2,166","2,224","2,473","2,357","1,830","1,277",901,849,736,750,600,478,416,276,213,127,87
1978,19,Iowa,Black female,"2,051","2,038","2,080","2,414","2,274","1,758","1,256",968,860,823,787,680,582,509,376,277,197,147
1978,19,Iowa,Other races male,985,"1,008",896,898,"1,038",969,695,490,378,270,216,139,100,65,70,44,28,24
1978,19,Iowa,Other races female,"1,055","1,065",910,879,974,"1,010",795,575,412,326,273,172,154,131,102,96,67,45
1978,20,Kansas,White male,"80,098","82,248","87,592","105,064","107,167","90,804","75,738","59,956","52,407","53,896","56,686","54,057","46,906","40,078","31,525","20,870","13,441","9,249"
1978,20,Kansas,White female,"75,664","77,781","83,758","100,962","101,716","87,549","74,337","60,319","53,816","56,043","59,176","58,178","53,462","49,535","43,318","33,868","24,743","21,028"
1978,20,Kansas,Black male,"5,892","5,763","6,194","7,811","8,833","5,293","3,578","2,651","2,263","2,234","2,111","1,905","1,671","1,437","1,095",789,463,395
1978,20,Kansas,Black female,"5,734","5,837","6,118","7,052","6,672","4,977","3,688","2,989","2,667","2,521","2,447","2,209","1,945","1,757","1,515","1,143",736,605
1978,20,Kansas,Other races male,"1,492","1,438","1,394","1,577","2,020","1,563","1,169",862,670,500,431,342,254,164,132,87,53,52
1978,20,Kansas,Other races female,"1,382","1,438","1,325","1,470","1,840","1,714","1,331",977,790,665,514,400,297,259,185,135,106,88
1978,21,Kentucky,White male,"128,430","139,854","148,029","169,653","155,368","136,238","120,269","95,912","83,325","81,822","82,449","77,204","66,151","56,609","42,336","27,523","15,737","10,038"
1978,21,Kentucky,White female,"121,924","132,729","140,694","159,461","155,004","138,120","121,552","98,375","86,464","85,677","88,932","85,253","76,768","70,035","57,183","42,519","27,249","20,453"
1978,21,Kentucky,Black male,"11,402","11,771","12,251","16,823","15,765","9,707","6,786","4,952","4,589","4,662","4,771","4,706","4,192","3,844","2,880","1,986","1,100",779
1978,21,Kentucky,Black female,"11,296","11,628","11,979","14,390","13,659","10,680","7,614","6,057","5,714","5,707","5,883","5,724","5,178","4,936","3,913","2,904","1,753","1,424"
1978,21,Kentucky,Other races male,609,567,497,661,828,651,510,418,357,207,165,121,71,84,61,49,20,22
1978,21,Kentucky,Other races female,607,594,464,474,749,908,750,547,422,362,271,187,165,154,108,81,50,42
1978,22,Louisiana,White male,"109,426","115,771","124,204","142,050","144,135","125,517","106,540","84,475","72,988","71,717","73,182","65,849","54,852","45,303","32,018","18,973","10,044","5,785"
1978,22,Louisiana,White female,"103,921","110,706","119,154","137,272","136,733","120,957","104,202","84,653","73,549","74,509","77,331","72,018","63,066","56,979","46,252","32,724","19,887","14,100"
1978,22,Louisiana,Black male,"59,732","61,953","67,473","71,413","56,784","42,526","31,482","24,272","21,604","20,984","20,161","19,051","17,408","16,293","12,328","8,209","4,224","3,086"
1978,22,Louisiana,Black female,"59,586","61,665","66,487","73,139","63,696","50,517","37,972","30,885","27,975","26,800","26,261","24,190","21,897","21,106","16,123","11,760","6,620","5,671"
1978,22,Louisiana,Other races male,"1,710","1,712","1,679","1,679","1,723","1,532","1,222",929,789,624,497,348,302,292,174,141,82,60
1978,22,Louisiana,Other races female,"1,670","1,672","1,571","1,416","1,523","1,584","1,440","1,012",816,697,534,439,321,296,230,117,75,60
1978,23,Maine,White male,"39,468","44,957","49,837","55,245","48,160","43,046","39,783","31,288","26,942","27,381","27,794","26,178","23,216","19,642","14,981","9,837","5,815","3,706"
1978,23,Maine,White female,"37,637","42,757","47,466","53,373","48,930","44,367","39,626","31,361","27,578","28,641","29,968","28,983","26,621","24,067","20,876","15,588","11,382","9,112"
1978,23,Maine,Black male,158,174,130,234,418,220,159,130,68,71,51,33,33,32,17,14,5,8
1978,23,Maine,Black female,163,134,150,147,140,119,76,53,47,35,35,31,24,20,19,15,17,8
1978,23,Maine,Other races male,355,378,365,371,370,301,245,199,147,124,76,71,56,59,31,29,9,12
1978,23,Maine,Other races female,318,383,392,362,321,341,294,242,201,159,116,101,62,55,45,41,19,14
1978,24,Maryland,White male,"99,141","117,658","139,093","154,423","145,498","136,726","126,717","104,923","89,394","89,319","93,695","86,034","69,533","49,875","34,918","20,697","12,085","7,036"
1978,24,Maryland,White female,"93,728","112,306","132,960","149,194","145,207","137,293","128,551","107,124","89,505","91,533","98,892","94,756","77,715","63,057","50,932","37,065","25,342","18,944"
1978,24,Maryland,Black male,"37,106","42,437","50,423","52,257","42,651","38,661","32,482","26,118","22,413","20,497","18,380","15,763","12,580","9,271","6,278","3,951","1,893","1,255"
1978,24,Maryland,Black female,"36,245","41,472","49,613","53,094","49,656","46,553","39,471","30,907","25,721","22,857","20,750","18,267","14,539","12,269","8,285","5,751","3,026","2,535"
